Fall2021-2022(202210),11663,FEAA,200,1,Intr.toEngineer.&Architectu.,3,3,EA,15,4,0800,0915,MAMC,ELH,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Sara,Khaddaj,,
Fall2021-2022(202210),11664,FEAA,200,10,Intr.toEngineer.&Architectu.,3,3,EA,40,2,0930,1045,MAMC,ELH,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Sara,Khaddaj,,
Fall2021-2022(202210),11665,FEAA,200,11,Intr.toEngineer.&Architectu.,3,3,EA,17,0,0930,1045,MAMC,ELH,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Sara,Khaddaj,,
Fall2021-2022(202210),11666,FEAA,200,12,Intr.toEngineer.&Architectu.,3,3,EA,17,0,0930,1045,MAMC,ELH,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Sara,Khaddaj,,
Fall2021-2022(202210),11667,FEAA,200,13,Intr.toEngineer.&Architectu.,3,3,EA,19,0,1100,1215,MAMC,ELH,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Sara,Khaddaj,,
Fall2021-2022(202210),11668,FEAA,200,14,Intr.toEngineer.&Architectu.,3,3,EA,34,8,1100,1215,MAMC,ELH,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Sara,Khaddaj,,
Fall2021-2022(202210),11669,FEAA,200,15,Intr.toEngineer.&Architectu.,3,3,EA,57,0,1100,1215,MAMC,ELH,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Sara,Khaddaj,,
Fall2021-2022(202210),11670,FEAA,200,16,Intr.toEngineer.&Architectu.,3,3,EA,18,24,1100,1215,MAMC,ELH,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Sara,Khaddaj,,
Fall2021-2022(202210),11671,FEAA,200,17,Intr.toEngineer.&Architectu.,3,3,EA,17,0,1100,1215,MAMC,ELH,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Sara,Khaddaj,,
Fall2021-2022(202210),11672,FEAA,200,18,Intr.toEngineer.&Architectu.,3,3,EA,17,0,1100,1215,MAMC,ELH,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Sara,Khaddaj,,
Fall2021-2022(202210),11673,FEAA,200,2,Intr.toEngineer.&Architectu.,3,3,EA,18,24,0800,0915,MAMC,ELH,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Sara,Khaddaj,,
Fall2021-2022(202210),11674,FEAA,200,3,Intr.toEngineer.&Architectu.,3,3,EA,54,3,0800,0915,MAMC,ELH,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Sara,Khaddaj,,
Fall2021-2022(202210),11675,FEAA,200,4,Intr.toEngineer.&Architectu.,3,3,EA,46,-4,0800,0915,MAMC,ELH,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Sara,Khaddaj,,
Fall2021-2022(202210),11676,FEAA,200,5,Intr.toEngineer.&Architectu.,3,3,EA,11,6,0800,0915,MAMC,ELH,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Sara,Khaddaj,,
Fall2021-2022(202210),11677,FEAA,200,6,Intr.toEngineer.&Architectu.,3,3,EA,16,1,0800,0915,MAMC,ELH,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Sara,Khaddaj,,
Fall2021-2022(202210),11678,FEAA,200,7,Intr.toEngineer.&Architectu.,3,3,EA,16,3,0930,1045,MAMC,ELH,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Sara,Khaddaj,,
Fall2021-2022(202210),11679,FEAA,200,8,Intr.toEngineer.&Architectu.,3,3,EA,21,21,0930,1045,MAMC,ELH,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Sara,Khaddaj,,
Fall2021-2022(202210),11680,FEAA,200,9,Intr.toEngineer.&Architectu.,3,3,EA,60,-3,0930,1045,MAMC,ELH,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Sara,Khaddaj,,
Fall2021-2022(202210),11681,FEAA,501,1,FYPAcceleratorI,0,0,EA,67,-67,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mona,Itani,,
Fall2021-2022(202210),11682,FINA,210,1,BusinessFinance,3,3,SB,29,1,1100,1215,OSB,241,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Sana,ElHajj,,
Fall2021-2022(202210),11683,FINA,210,2,BusinessFinance,3,3,SB,24,6,1400,1515,OSB,226,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Hanna,Nassar,,
Fall2021-2022(202210),11684,FINA,210,3,BusinessFinance,3,3,SB,20,10,0930,1045,OSB,236,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Jihad,ElHokayem,,
Fall2021-2022(202210),11685,FINA,210,4,BusinessFinance,3,3,SB,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,
Fall2021-2022(202210),11686,FINA,210,5,BusinessFinance,3,3,SB,29,1,1230,1345,OSB,226,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ingrid,AbiAntoun,,
Fall2021-2022(202210),13054,FINA,211,1,Intro.toFinanceforEngineers,3,3,SB,30,10,1100,1215,OSB,236,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Wassim,Dbouk,,
Fall2021-2022(202210),11687,FINA,215,1,FinancialMarkets&Instituti.,3,3,SB,37,-2,1400,1515,OSB,233,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Henry,Azzam,,
Fall2021-2022(202210),11688,FINA,218,1,RiskManagem.inFinanc.Instit.,3,3,SB,35,0,0800,0915,OSB,226,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Khaled,AbdelSamad,,
Fall2021-2022(202210),11689,FINA,220,1,InvestmentManagement,3,3,SB,36,-1,1530,1645,OSB,241,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,RagheedImad,Moghrabi,,
Fall2021-2022(202210),11690,FINA,220,2,InvestmentManagement,3,3,SB,34,1,1700,1815,OSB,226,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,RagheedImad,Moghrabi,,
Fall2021-2022(202210),11691,FINA,222,1,ValuationMethods,3,3,SB,34,1,1830,1945,.,.,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mohamad,Faour,,
Fall2021-2022(202210),11692,FINA,222,2,ValuationMethods,3,3,SB,35,0,1700,1815,OSB,241,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mohamad,Faour,,
Fall2021-2022(202210),11693,FINA,225,1,CommercialBankManagement,3,3,SB,34,1,1100,1215,OSB,216,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Henry,Azzam,,
Fall2021-2022(202210),11694,FINA,230,1,InternationalFinanc.Managemt,3,3,SB,38,-3,0930,1045,OSB,236,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ahmad,Ismail,,
Fall2021-2022(202210),11695,FINA,230,2,InternationalFinanc.Managemt,3,3,SB,40,-5,1100,1215,OSB,236,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ahmad,Ismail,,
Fall2021-2022(202210),11696,FINA,244,1,DerivativeSecurities,3,3,SB,25,10,1530,1645,OSB,226,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,George,El-Kazzi,,
Fall2021-2022(202210),11697,FINA,250R,1,Sp.Tp:Fina.StatementAnalysis,3,3,SB,19,1,1400,1515,OSB,241,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Rania,UwaydahMardini,,
Fall2021-2022(202210),13215,FSAF,300,1,Grad.Tut.inFoodSafety,3,3,AG,1,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Samer,Kharroubi,,
Fall2021-2022(202210),11698,FSEC,300,1,FSEC:Challenge&Contemp.Debate,3,3,AG,11,4,1600,1715,AGRIC,211,.,T,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Rami,Zurayk,,
Fall2021-2022(202210),13157,FSEC,300D,9,FoodSec:Chall.&Contemp.Deb,3,3,AG,3,9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,Online
Fall2021-2022(202210),13158,FSEC,305D,9,Agri:Techn.:SupplyChains:Sust,3,3,AG,3,9,1000,1050,.,.,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Lina,Jaber,,Online
Fall2021-2022(202210),11699,FSEC,306,1,Indicat.&ToolsforMeasur.FSEC,3,3,AG,0,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,
Fall2021-2022(202210),11700,FSEC,310D,1,Nutr.Sec:Assessm.&Interv.Strat,3,3,AG,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,Online
Fall2021-2022(202210),11701,FSEC,315D,1,FoodPolicies&Plann.Process,3,3,AG,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,Online
Fall2021-2022(202210),11702,FSEC,320,1,Grad.SeminarinFoodSecurity,0,0,AG,5,5,1300,1350,AGRIC,325,M,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,RachelAnne,Bahn,,
Fall2021-2022(202210),11703,FSEC,396,1,ComprehensiveExam,0,0,AG,0,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ali,Chalak,,
Fall2021-2022(202210),11704,FSEC,396,2,ComprehensiveExam,0,0,AG,3,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Rami,Zurayk,,
Fall2021-2022(202210),11705,FSEC,396,3,ComprehensiveExam,0,0,AG,0,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Lamis,Jomaa,,
Fall2021-2022(202210),13111,FSEC,396,4,ComprehensiveExam,0,0,AG,0,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Shady,Hamadeh,,
Fall2021-2022(202210),13474,FSEC,396,5,ComprehensiveExam,0,0,AG,1,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Sandra,Yanni,,
Fall2021-2022(202210),13110,FSEC,397,1,Project,3,3,AG,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Shady,Hamadeh,,
Fall2021-2022(202210),13268,FSEC,397,2,Project,3,3,AG,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Rami,Zurayk,,
Fall2021-2022(202210),11706,FSEC,399,1,M.S.Thesis,6,7.2,AG,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Rami,Zurayk,,
Fall2021-2022(202210),11707,FSEC,399,2,M.S.Thesis,6,7.2,AG,2,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Lamis,Jomaa,,
Fall2021-2022(202210),11708,FSEC,399A,1,M.S.Thesis,6,0,AG,2,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Rami,Zurayk,,
Fall2021-2022(202210),11709,FSEC,399A,2,M.S.Thesis,6,0,AG,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ali,Chalak,,
Fall2021-2022(202210),11710,FSEC,399B,1,M.S.Thesis,6,0,AG,0,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Lamis,Jomaa,,
Fall2021-2022(202210),11711,FSEC,399B,2,M.S.Thesis,6,0,AG,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Rami,Zurayk,,
Fall2021-2022(202210),13314,FSEC,399B,3,M.S.Thesis,6,0,AG,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ali,Chalak,,
Fall2021-2022(202210),13130,FSEC,399C,1,M.S.Thesis,6,0,AG,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Shady,Hamadeh,,
