Fall2021-2022(202210),13216,PBHL,210,1,COVID-19Inequal&Well-Being,3,3,HS,20,-5,1500,1740,VANDYK,103,.,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Sasha,Fahme,,
Fall2021-2022(202210),12425,PBHL,306A,1,Library&Liter.SearchSkills,0,0,HS,71,-25,.,.,.,.,.,.,.,.,.,S,.,.,.,.,.,.,.,.,.,.,S,.,Jihad,Makhoul,,
Fall2021-2022(202210),13043,PBHL,307,1,PubHlthArmConfl:RegIssGlob,3,3,HS,9,1,1200,1430,VANDYK,101,.,.,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Samer,Jabbour,,
Fall2021-2022(202210),13261,PBHL,308,1,MethinHuman.Settings,1,1,HS,7,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Sawsan,Abdulrahim,,
Fall2021-2022(202210),12426,PBHL,310,B1,Res.MethodsinPubl.Health,0,0,HS,26,-11,1200,1400,VANDYK,201,.,.,.,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,Jocelyn,Dejong,12429,
Fall2021-2022(202210),12427,PBHL,310,B2,Res.MethodsinPubl.Health,0,0,HS,20,-5,0900,1100,VANDYK,201,M,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Jocelyn,Dejong,12429,
Fall2021-2022(202210),12428,PBHL,310,B3,Res.MethodsinPubl.Health,0,0,HS,19,-4,1730,1930,VANDYK,201,.,T,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ghina,Mumtaz,12429,
Fall2021-2022(202210),12429,PBHL,310,L,Res.MethodsinPubl.Health,3,3,HS,65,-20,1530,1710,VANDYK,AUDT,.,.,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Jocelyn,Dejong,12426:or12427:or12428,
Fall2021-2022(202210),12430,PBHL,312,B1,FoundationsofPublicHealth,0,0,HS,28,-4,0930,1100,VANDYK,203,.,.,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Jihad,Makhoul,12432,
Fall2021-2022(202210),12431,PBHL,312,B2,FoundationsofPublicHealth,0,0,HS,38,-14,1730,1930,VANDYK,201,.,.,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Jihad,Makhoul,12432,
Fall2021-2022(202210),12432,PBHL,312,L,FoundationsofPublicHealth,2,2,HS,66,-18,1530,1710,VANDYK,AUDT,.,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Jihad,Makhoul,12430:or12431,
Fall2021-2022(202210),12433,PBHL,399A,1,IntegrativeLearningExperienc,1,1,HS,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Khalil,ElAsmar,,
Fall2021-2022(202210),12434,PBHL,399A,10,IntegrativeLearningExperienc,1,1,HS,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Shadi,Saleh,,
Fall2021-2022(202210),12435,PBHL,399A,11,IntegrativeLearningExperienc,1,1,HS,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Faysal,Kak,,
Fall2021-2022(202210),12436,PBHL,399A,12,IntegrativeLearningExperienc,1,1,HS,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Joumana,Kalot,,
Fall2021-2022(202210),12437,PBHL,399A,13,IntegrativeLearningExperienc,1,1,HS,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Samer,Jabbour,,
Fall2021-2022(202210),12438,PBHL,399A,14,IntegrativeLearningExperienc,1,1,HS,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Martine,Najem,,
Fall2021-2022(202210),12439,PBHL,399A,15,IntegrativeLearningExperienc,1,1,HS,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Fadi,El-Jardali,,
Fall2021-2022(202210),12440,PBHL,399A,16,IntegrativeLearningExperienc,1,1,HS,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Fadi,El-Jardali,,
Fall2021-2022(202210),12441,PBHL,399A,17,IntegrativeLearningExperienc,1,1,HS,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,VitoLuigi,Tanzi,,
Fall2021-2022(202210),12442,PBHL,399A,18,IntegrativeLearningExperienc,1,1,HS,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Aline,Germani,,
Fall2021-2022(202210),12443,PBHL,399A,19,IntegrativeLearningExperienc,1,1,HS,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Martine,Najem,,
Fall2021-2022(202210),12444,PBHL,399A,2,IntegrativeLearningExperienc,1,1,HS,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Fadi,El-Jardali,,
Fall2021-2022(202210),12445,PBHL,399A,20,IntegrativeLearningExperienc,1,1,HS,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Kassem,Kassak,,
Fall2021-2022(202210),12446,PBHL,399A,21,IntegrativeLearningExperienc,1,1,HS,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,DianaS.,Jamal,,
Fall2021-2022(202210),12447,PBHL,399A,22,IntegrativeLearningExperienc,1,1,HS,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,VitoLuigi,Tanzi,,
Fall2021-2022(202210),12448,PBHL,399A,23,IntegrativeLearningExperienc,1,1,HS,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Kassem,Kassak,,
Fall2021-2022(202210),12449,PBHL,399A,24,IntegrativeLearningExperienc,1,1,HS,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Aline,Germani,,
Fall2021-2022(202210),12450,PBHL,399A,25,IntegrativeLearningExperienc,1,1,HS,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Joumana,Kalot,,
Fall2021-2022(202210),12451,PBHL,399A,26,IntegrativeLearningExperienc,1,1,HS,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,DianaS.,Jamal,,
Fall2021-2022(202210),12452,PBHL,399A,27,IntegrativeLearningExperienc,1,1,HS,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Shadi,Saleh,,
Fall2021-2022(202210),12453,PBHL,399A,28,IntegrativeLearningExperienc,1,1,HS,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Samer,Jabbour,,
Fall2021-2022(202210),12454,PBHL,399A,29,IntegrativeLearningExperienc,1,1,HS,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Salim,Adib,,
Fall2021-2022(202210),12455,PBHL,399A,3,IntegrativeLearningExperienc,1,1,HS,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Shadi,Saleh,,
Fall2021-2022(202210),12456,PBHL,399A,30,IntegrativeLearningExperienc,1,1,HS,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Aline,Germani,,
Fall2021-2022(202210),12457,PBHL,399A,31,IntegrativeLearningExperienc,1,1,HS,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ghina,Mumtaz,,
Fall2021-2022(202210),12458,PBHL,399A,32,IntegrativeLearningExperienc,1,1,HS,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,CatherineGrace,Schenck,,
Fall2021-2022(202210),12459,PBHL,399A,33,IntegrativeLearningExperienc,1,1,HS,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Maia,Sieverding,,
Fall2021-2022(202210),12460,PBHL,399A,34,IntegrativeLearningExperienc,1,1,HS,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Kassem,Kassak,,
Fall2021-2022(202210),12461,PBHL,399A,35,IntegrativeLearningExperienc,1,1,HS,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Marco,Bardus,,
Fall2021-2022(202210),12462,PBHL,399A,36,IntegrativeLearningExperienc,1,1,HS,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Salim,Adib,,
Fall2021-2022(202210),12463,PBHL,399A,37,IntegrativeLearningExperienc,1,1,HS,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Miran,SalameJaffa,,
Fall2021-2022(202210),12464,PBHL,399A,38,IntegrativeLearningExperienc,1,1,HS,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,VitoLuigi,Tanzi,,
Fall2021-2022(202210),12465,PBHL,399A,39,IntegrativeLearningExperienc,1,1,HS,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,DianaS.,Jamal,,
Fall2021-2022(202210),12466,PBHL,399A,4,IntegrativeLearningExperienc,1,1,HS,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,MohamedFouad,MohamedFouad,,
Fall2021-2022(202210),12467,PBHL,399A,40,IntegrativeLearningExperienc,1,1,HS,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Lilian,Ghandour,,
Fall2021-2022(202210),12468,PBHL,399A,41,IntegrativeLearningExperienc,1,1,HS,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Fadi,El-Jardali,,
Fall2021-2022(202210),12469,PBHL,399A,42,IntegrativeLearningExperienc,1,1,HS,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Samer,Jabbour,,
Fall2021-2022(202210),13375,PBHL,399A,43,IntegrativeLearningExperienc,1,1,HS,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Stephen,Mccall,,
Fall2021-2022(202210),12470,PBHL,399A,5,IntegrativeLearningExperienc,1,1,HS,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Jihad,Makhoul,,
Fall2021-2022(202210),12471,PBHL,399A,6,IntegrativeLearningExperienc,1,1,HS,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Shadi,Saleh,,
Fall2021-2022(202210),12472,PBHL,399A,7,IntegrativeLearningExperienc,1,1,HS,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Samer,Jabbour,,
Fall2021-2022(202210),12473,PBHL,399A,8,IntegrativeLearningExperienc,1,1,HS,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Fadi,El-Jardali,,
Fall2021-2022(202210),12474,PBHL,399A,9,IntegrativeLearningExperienc,1,1,HS,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Aline,Germani,,
Fall2021-2022(202210),12475,PHIL,102,1,PhilosophicalClassics,3,3,AS,21,1,1530,1645,NICELY,415,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mahmoud,Baassiri,,
Fall2021-2022(202210),12476,PHIL,102,2,PhilosophicalClassics,3,3,AS,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,
Fall2021-2022(202210),12477,PHIL,201,1,IntroductiontoPhilosophy,3,3,AS,24,-1,0800,0915,FISK,339,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mahmoud,ElHassanieh,,
Fall2021-2022(202210),12478,PHIL,201,2,IntroductiontoPhilosophy,3,3,AS,23,0,0930,1045,FISK,313,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mahmoud,ElHassanieh,,
Fall2021-2022(202210),12479,PHIL,201,3,IntroductiontoPhilosophy,3,3,AS,23,0,1530,1645,PHYS,331,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Zainab,Sabra,,
Fall2021-2022(202210),12480,PHIL,201,4,IntroductiontoPhilosophy,3,3,AS,23,0,1100,1215,BLISS,206,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Rabih,Salloum,,
Fall2021-2022(202210),12481,PHIL,201,5,IntroductiontoPhilosophy,3,3,AS,21,1,1400,1515,FISK,337,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mahmoud,ElHassanieh,,
Fall2021-2022(202210),12482,PHIL,201,6,IntroductiontoPhilosophy,3,3,AS,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,
Fall2021-2022(202210),12484,PHIL,205,1,Bio-MedicalEthics,3,3,AS,20,2,1400,1515,PHYS,217,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Rabih,Salloum,,
Fall2021-2022(202210),12485,PHIL,205,2,Bio-MedicalEthics,3,3,AS,22,0,1530,1645,PHYS,215,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Rabih,Salloum,,
Fall2021-2022(202210),12486,PHIL,208A,1,AppEthics:EthicsofAI,3,3,AS,9,1,1400,1515,NICELY,325,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,HansD.,Muller,,
Fall2021-2022(202210),12487,PHIL,209,1,EnvironmentalEthics,3,3,AS,20,3,1530,1645,PHYS,333,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Muhannad,Hariri,,
Fall2021-2022(202210),12488,PHIL,209,2,EnvironmentalEthics,3,3,AS,22,1,1700,1815,PHYS,333,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Muhannad,Hariri,,
Fall2021-2022(202210),12489,PHIL,210,1,Ethics,3,3,AS,22,1,0930,1045,BLISS,206,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Zainab,Sabra,,
Fall2021-2022(202210),12490,PHIL,210,2,Ethics,3,3,AS,23,0,0800,0915,FISK,313,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Zainab,Sabra,,
Fall2021-2022(202210),12491,PHIL,210,3,Ethics,3,3,AS,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,
Fall2021-2022(202210),12492,PHIL,210,4,Ethics,3,3,AS,23,0,1400,1515,NICELY,406,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Muhannad,Hariri,,
Fall2021-2022(202210),12493,PHIL,210,5,Ethics,3,3,AS,21,1,1400,1515,PHYS,333,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Muhannad,Hariri,,
Fall2021-2022(202210),12494,PHIL,210,6,Ethics,3,3,AS,22,0,1530,1645,NICELY,322,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Bashshar,Haydar,,
Fall2021-2022(202210),12495,PHIL,210,7,Ethics,3,3,AS,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,
Fall2021-2022(202210),13113,PHIL,210,8,Ethics,3,3,AS,23,0,1400,1515,FISK,309,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Bana,Bashour,,
Fall2021-2022(202210),13114,PHIL,210,9,Ethics,3,3,AS,23,0,1530,1645,FISK,309,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Bana,Bashour,,
Fall2021-2022(202210),12496,PHIL,211,1,IntroductiontoLogic,3,3,AS,19,11,1100,1150,FISK,309,M,.,W,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,HansD.,Muller,,
Fall2021-2022(202210),12497,PHIL,213,1,HistofAncient&MedievalPhil,3,3,AS,18,4,1100,1215,FISK,337,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Emma,Gannage,,
Fall2021-2022(202210),12498,PHIL,216,1,PoliticalPhilosophy,3,3,AS,17,5,1700,1815,NICELY,325,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Quinn,Gibson,,
Fall2021-2022(202210),12499,PHIL,218,1,Metaphysics&Epistemology,3,3,AS,11,11,1230,1345,BLISS,205,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Saleh,Agha,,
Fall2021-2022(202210),12500,PHIL,219,1,Existentialism,3,3,AS,20,2,0930,1045,FISK,337,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Hani,Hassan,,
Fall2021-2022(202210),12501,PHIL,221,1,PhilosophyofMind,3,3,AS,15,7,1830,1945,FISK,313,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Quinn,Gibson,,
Fall2021-2022(202210),12502,PHIL,225,1,HistoryofMoralPhilosophy,3,3,AS,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,
Fall2021-2022(202210),12503,PHIL,225,2,HistoryofMoralPhilosophy,3,3,AS,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,
Fall2021-2022(202210),12504,PHIL,227,1,MarxandPhilosophy,3,3,AS,15,7,1700,1815,NICELY,107,.,.,W,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,Raymond,Brassier,,
Fall2021-2022(202210),12505,PHIL,230,1,PhilosophyofPlato,3,3,AS,10,12,1400,1515,FISK,313,.,.,W,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,Christopher,Johns,,
Fall2021-2022(202210),12506,PHIL,232,1,IslamicPhilosophy,3,3,AS,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,
Fall2021-2022(202210),12507,PHIL,249,1,PhilosophyofFeminism,3,3,AS,20,2,1530,1645,NICELY,417,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Fidaa,Chehayeb,,
Fall2021-2022(202210),12508,PHIL,251L,1,ST.inIslamicEthics,3,3,AS,7,15,1530,1645,BLISS,206,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Bashshar,Haydar,,
Fall2021-2022(202210),12509,PHIL,252O,1,ST:PolPhil:WhatisAuthority?,3,3,AS,7,3,1400,1515,NICELY,209,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Nadia,BouAli,,
Fall2021-2022(202210),13391,PHIL,301J,1,Sp.Tp:inIslamicEthics,3,3,AS,1,0,1530,1645,BLISS,206,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Bashshar,Haydar,,
Fall2021-2022(202210),12510,PHIL,302K,1,ST:PolPhil:WhatisAuthority?,3,3,AS,6,-1,1400,1515,NICELY,209,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Nadia,BouAli,,
Fall2021-2022(202210),12511,PHIL,304G,1,ST:Metaphysics:Good&Evil,3,3,AS,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,
Fall2021-2022(202210),12512,PHIL,310V,1,ST:HistofPhil:Aristotle,3,3,AS,8,2,1530,1800,FISK,337,.,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Emma,Gannage,,
Fall2021-2022(202210),12513,PHIL,395A,1,ComprehensiveExam,0,0,AS,2,-2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Christopher,Johns,,
Fall2021-2022(202210),12514,PHIL,399,1,M.A.Thesis,9,7.2,AS,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Bana,Bashour,,
Fall2021-2022(202210),12515,PHIL,399,2,M.A.Thesis,9,7.2,AS,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Bashshar,Haydar,,
Fall2021-2022(202210),12517,PHIL,399,4,M.A.Thesis,9,7.2,AS,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,HansD.,Muller,,
Fall2021-2022(202210),12518,PHIL,399,5,M.A.Thesis,9,7.2,AS,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Christopher,Johns,,
Fall2021-2022(202210),12519,PHIL,399,6,M.A.Thesis,9,7.2,AS,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Raymond,Brassier,,
Fall2021-2022(202210),12520,PHIL,399,7,M.A.Thesis,9,7.2,AS,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Quinn,Gibson,,
Fall2021-2022(202210),12521,PHIL,399A,1,M.A.Thesis,9,0,AS,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Bana,Bashour,,
Fall2021-2022(202210),12522,PHIL,399A,2,M.A.Thesis,9,0,AS,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Raymond,Brassier,,
Fall2021-2022(202210),12523,PHIL,399A,3,M.A.Thesis,9,0,AS,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Quinn,Gibson,,
Fall2021-2022(202210),12524,PHIL,399A,4,M.A.Thesis,9,0,AS,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Bashshar,Haydar,,
Fall2021-2022(202210),12525,PHIL,399A,5,M.A.Thesis,9,0,AS,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Christopher,Johns,,
Fall2021-2022(202210),12526,PHIL,399A,6,M.A.Thesis,9,0,AS,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,HansD.,Muller,,
Fall2021-2022(202210),12527,PHIL,399B,1,M.A.Thesis,9,0,AS,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Raymond,Brassier,,
Fall2021-2022(202210),12528,PHIL,399B,2,M.A.Thesis,9,0,AS,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Christopher,Johns,,
Fall2021-2022(202210),12529,PHIL,399B,3,M.A.Thesis,9,0,AS,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Bana,Bashour,,
Fall2021-2022(202210),12530,PHIL,399B,4,M.A.Thesis,9,0,AS,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Quinn,Gibson,,
Fall2021-2022(202210),12531,PHIL,399B,5,M.A.Thesis,9,0,AS,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Bashshar,Haydar,,
Fall2021-2022(202210),12532,PHIL,399B,6,M.A.Thesis,9,0,AS,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,HansD.,Muller,,
Fall2021-2022(202210),12533,PHIL,399C,1,M.A.Thesis,9,0,AS,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Bana,Bashour,,
Fall2021-2022(202210),12534,PHIL,399C,2,M.A.Thesis,9,0,AS,1,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Raymond,Brassier,,
Fall2021-2022(202210),12535,PHIL,399C,3,M.A.Thesis,9,0,AS,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Quinn,Gibson,,
Fall2021-2022(202210),12536,PHIL,399C,4,M.A.Thesis,9,0,AS,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Bashshar,Haydar,,
